timepoints,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
1750.5,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05,2.150557405540196e-05
1751.5,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05,8.408570945449279e-05
1752.5,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645,0.00018394720489969645
1753.5,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247,0.00031785660270509247
1754.5,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037,0.0004837155563687037
1755.5,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753,0.0006796263632153753
1756.5,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178,0.0009044978957344178
1757.5,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903,0.0011590565944027903
1758.5,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658,0.0014411240048134658
1759.5,0.001749702503997582,0.001749702503997582,0.001749702503997582,0.001749702503997582,0.001749702503997582,0.001749702503997582,0.001749702503997582,0.001749702503997582
1760.5,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075,0.0020832825088799075
1761.5,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587,0.0024424196824657587
1762.5,0.002828422162524418,0.002828422162524418,0.002828422162524418,0.002828422162524418,0.002828422162524418,0.002828422162524418,0.002828422162524418,0.002828422162524418
1763.5,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425,0.0032359444136037425
1764.5,0.003664440442226094,0.003664440442226094,0.003664440442226094,0.003664440442226094,0.003664440442226094,0.003664440442226094,0.003664440442226094,0.003664440442226094
1765.5,0.004117906362214874,0.004117906362214874,0.004117906362214874,0.004117906362214874,0.004117906362214874,0.004117906362214874,0.004117906362214874,0.004117906362214874
1766.5,0.004594602655944555,0.004594602655944555,0.004594602655944555,0.004594602655944555,0.004594602655944555,0.004594602655944555,0.004594602655944555,0.004594602655944555
1767.5,0.005095533015625252,0.005095533015625252,0.005095533015625252,0.005095533015625252,0.005095533015625252,0.005095533015625252,0.005095533015625252,0.005095533015625252
1768.5,0.005617514690103699,0.005617514690103699,0.005617514690103699,0.005617514690103699,0.005617514690103699,0.005617514690103699,0.005617514690103699,0.005617514690103699
