timepoints,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
1750.5,0.0202982580158735,0.0202982580158735,0.0202982580158735,0.0202982580158735,0.0202982580158735,0.0202982580158735,0.0202982580158735,0.0202982580158735
1751.5,0.0423838992991186,0.0423838992991186,0.0423838992991186,0.0423838992991186,0.0423838992991186,0.0423838992991186,0.0423838992991186,0.0423838992991186
1752.5,0.0644661875293353,0.0644661875293353,0.0644661875293353,0.0644661875293353,0.0644661875293353,0.0644661875293353,0.0644661875293353,0.0644661875293353
1753.5,0.0865558588763157,0.0865558588763157,0.0865558588763157,0.0865558588763157,0.0865558588763157,0.0865558588763157,0.0865558588763157,0.0865558588763157
1754.5,0.1086632985043005,0.1086632985043005,0.1086632985043005,0.1086632985043005,0.1086632985043005,0.1086632985043005,0.1086632985043005,0.1086632985043005
1755.5,0.1307075351327333,0.1307075351327333,0.1307075351327333,0.1307075351327333,0.1307075351327333,0.1307075351327333,0.1307075351327333,0.1307075351327333
1756.5,0.1528083306556417,0.1528083306556417,0.1528083306556417,0.1528083306556417,0.1528083306556417,0.1528083306556417,0.1528083306556417,0.1528083306556417
1757.5,0.1749767032472779,0.1749767032472779,0.1749767032472779,0.1749767032472779,0.1749767032472779,0.1749767032472779,0.1749767032472779,0.1749767032472779
1758.5,0.197083474864698,0.197083474864698,0.197083474864698,0.197083474864698,0.197083474864698,0.197083474864698,0.197083474864698,0.197083474864698
1759.5,0.2191903204832884,0.2191903204832884,0.2191903204832884,0.2191903204832884,0.2191903204832884,0.2191903204832884,0.2191903204832884,0.2191903204832884
1760.5,0.2413501479397847,0.2413501479397847,0.2413501479397847,0.2413501479397847,0.2413501479397847,0.2413501479397847,0.2413501479397847,0.2413501479397847
1761.5,0.26356805331477934,0.26356805331477934,0.26356805331477934,0.26356805331477934,0.26356805331477934,0.26356805331477934,0.26356805331477934,0.26356805331477934
1762.5,0.2857567172273216,0.2857567172273216,0.2857567172273216,0.2857567172273216,0.2857567172273216,0.2857567172273216,0.2857567172273216,0.2857567172273216
1763.5,0.3079804626946769,0.3079804626946769,0.3079804626946769,0.3079804626946769,0.3079804626946769,0.3079804626946769,0.3079804626946769,0.3079804626946769
1764.5,0.3301702036242522,0.3301702036242522,0.3301702036242522,0.3301702036242522,0.3301702036242522,0.3301702036242522,0.3301702036242522,0.3301702036242522
1765.5,0.3524010592040535,0.3524010592040535,0.3524010592040535,0.3524010592040535,0.3524010592040535,0.3524010592040535,0.3524010592040535,0.3524010592040535
1766.5,0.3746180045638655,0.3746180045638655,0.3746180045638655,0.3746180045638655,0.3746180045638655,0.3746180045638655,0.3746180045638655,0.3746180045638655
1767.5,0.3968787856169376,0.3968787856169376,0.3968787856169376,0.3968787856169376,0.3968787856169376,0.3968787856169376,0.3968787856169376,0.3968787856169376
1768.5,0.4191775652709546,0.4191775652709546,0.4191775652709546,0.4191775652709546,0.4191775652709546,0.4191775652709546,0.4191775652709546,0.4191775652709546
1769.5,0.4414750559045858,0.4414750559045858,0.4414750559045858,0.4414750559045858,0.4414750559045858,0.4414750559045858,0.4414750559045858,0.4414750559045858
1770.5,0.46377655060154105,0.46377655060154105,0.46377655060154105,0.46377655060154105,0.46377655060154105,0.46377655060154105,0.46377655060154105,0.46377655060154105
1771.5,0.4860331745888683,0.4860331745888683,0.4860331745888683,0.4860331745888683,0.4860331745888683,0.4860331745888683,0.4860331745888683,0.4860331745888683
1772.5,0.5082715452875208,0.5082715452875208,0.5082715452875208,0.5082715452875208,0.5082715452875208,0.5082715452875208,0.5082715452875208,0.5082715452875208
1773.5,0.5304405268887885,0.5304405268887885,0.5304405268887885,0.5304405268887885,0.5304405268887885,0.5304405268887885,0.5304405268887885,0.5304405268887885
1774.5,0.5526291548007625,0.5526291548007625,0.5526291548007625,0.5526291548007625,0.5526291548007625,0.5526291548007625,0.5526291548007625,0.5526291548007625
1775.5,0.5749400126457954,0.5749400126457954,0.5749400126457954,0.5749400126457954,0.5749400126457954,0.5749400126457954,0.5749400126457954,0.5749400126457954
1776.5,0.5972395693121008,0.5972395693121008,0.5972395693121008,0.5972395693121008,0.5972395693121008,0.5972395693121008,0.5972395693121008,0.5972395693121008
1777.5,0.6195293348235595,0.6195293348235595,0.6195293348235595,0.6195293348235595,0.6195293348235595,0.6195293348235595,0.6195293348235595,0.6195293348235595
1778.5,0.6417976329955135,0.6417976329955135,0.6417976329955135,0.6417976329955135,0.6417976329955135,0.6417976329955135,0.6417976329955135,0.6417976329955135
1779.5,0.6640737372909209,0.6640737372909209,0.6640737372909209,0.6640737372909209,0.6640737372909209,0.6640737372909209,0.6640737372909209,0.6640737372909209
1780.5,0.6864015814045917,0.6864015814045917,0.6864015814045917,0.6864015814045917,0.6864015814045917,0.6864015814045917,0.6864015814045917,0.6864015814045917
1781.5,0.7087415917106693,0.7087415917106693,0.7087415917106693,0.7087415917106693,0.7087415917106693,0.7087415917106693,0.7087415917106693,0.7087415917106693
1782.5,0.73107251587305,0.73107251587305,0.73107251587305,0.73107251587305,0.73107251587305,0.73107251587305,0.73107251587305,0.73107251587305
1783.5,0.7535386681740563,0.7535386681740563,0.7535386681740563,0.7535386681740563,0.7535386681740563,0.7535386681740563,0.7535386681740563,0.7535386681740563
1784.5,0.7759313643133575,0.7759313643133575,0.7759313643133575,0.7759313643133575,0.7759313643133575,0.7759313643133575,0.7759313643133575,0.7759313643133575
1785.5,0.7984097538078947,0.7984097538078947,0.7984097538078947,0.7984097538078947,0.7984097538078947,0.7984097538078947,0.7984097538078947,0.7984097538078947
1786.5,0.8208764791179634,0.8208764791179634,0.8208764791179634,0.8208764791179634,0.8208764791179634,0.8208764791179634,0.8208764791179634,0.8208764791179634
1787.5,0.8432724663093133,0.8432724663093133,0.8432724663093133,0.8432724663093133,0.8432724663093133,0.8432724663093133,0.8432724663093133,0.8432724663093133
1788.5,0.8656839197452602,0.8656839197452602,0.8656839197452602,0.8656839197452602,0.8656839197452602,0.8656839197452602,0.8656839197452602,0.8656839197452602
1789.5,0.8882454725550206,0.8882454725550206,0.8882454725550206,0.8882454725550206,0.8882454725550206,0.8882454725550206,0.8882454725550206,0.8882454725550206
1790.5,0.9107644976922081,0.9107644976922081,0.9107644976922081,0.9107644976922081,0.9107644976922081,0.9107644976922081,0.9107644976922081,0.9107644976922081
1791.5,0.9332825088133593,0.9332825088133593,0.9332825088133593,0.9332825088133593,0.9332825088133593,0.9332825088133593,0.9332825088133593,0.9332825088133593
1792.5,0.9562643382697726,0.9562643382697726,0.9562643382697726,0.9562643382697726,0.9562643382697726,0.9562643382697726,0.9562643382697726,0.9562643382697726
1793.5,0.9786167377717856,0.9786167377717856,0.9786167377717856,0.9786167377717856,0.9786167377717856,0.9786167377717856,0.9786167377717856,0.9786167377717856
1794.5,1.0008234839702983,1.0008234839702983,1.0008234839702983,1.0008234839702983,1.0008234839702983,1.0008234839702983,1.0008234839702983,1.0008234839702983
1795.5,1.022603418418803,1.022603418418803,1.022603418418803,1.022603418418803,1.022603418418803,1.022603418418803,1.022603418418803,1.022603418418803
1796.5,1.044393892033985,1.044393892033985,1.044393892033985,1.044393892033985,1.044393892033985,1.044393892033985,1.044393892033985,1.044393892033985
1797.5,1.0663469422203167,1.0663469422203167,1.0663469422203167,1.0663469422203167,1.0663469422203167,1.0663469422203167,1.0663469422203167,1.0663469422203167
1798.5,1.0893471569674904,1.0893471569674904,1.0893471569674904,1.0893471569674904,1.0893471569674904,1.0893471569674904,1.0893471569674904,1.0893471569674904
1799.5,1.1157108519079248,1.1157108519079248,1.1157108519079248,1.1157108519079248,1.1157108519079248,1.1157108519079248,1.1157108519079248,1.1157108519079248
1800.5,1.14300842861765,1.14300842861765,1.14300842861765,1.14300842861765,1.14300842861765,1.14300842861765,1.14300842861765,1.14300842861765
1801.5,1.164180461452234,1.164180461452234,1.164180461452234,1.164180461452234,1.164180461452234,1.164180461452234,1.164180461452234,1.164180461452234
1802.5,1.194489363785914,1.194489363785914,1.194489363785914,1.194489363785914,1.194489363785914,1.194489363785914,1.194489363785914,1.194489363785914
1803.5,1.2057015741064232,1.2057015741064232,1.2057015741064232,1.2057015741064232,1.2057015741064232,1.2057015741064232,1.2057015741064232,1.2057015741064232
1804.5,1.2299166280662146,1.2299166280662146,1.2299166280662146,1.2299166280662146,1.2299166280662146,1.2299166280662146,1.2299166280662146,1.2299166280662146
1805.5,1.2513836075653542,1.2513836075653542,1.2513836075653542,1.2513836075653542,1.2513836075653542,1.2513836075653542,1.2513836075653542,1.2513836075653542
1806.5,1.2748207832230518,1.2748207832230518,1.2748207832230518,1.2748207832230518,1.2748207832230518,1.2748207832230518,1.2748207832230518,1.2748207832230518
1807.5,1.3003012181947768,1.3003012181947768,1.3003012181947768,1.3003012181947768,1.3003012181947768,1.3003012181947768,1.3003012181947768,1.3003012181947768
1808.5,1.3215826897601182,1.3215826897601182,1.3215826897601182,1.3215826897601182,1.3215826897601182,1.3215826897601182,1.3215826897601182,1.3215826897601182
1809.5,1.3444030746632927,1.3444030746632927,1.3444030746632927,1.3444030746632927,1.3444030746632927,1.3444030746632927,1.3444030746632927,1.3444030746632927
1810.5,1.3695459712968667,1.3695459712968667,1.3695459712968667,1.3695459712968667,1.3695459712968667,1.3695459712968667,1.3695459712968667,1.3695459712968667
1811.5,1.392214698801597,1.392214698801597,1.392214698801597,1.392214698801597,1.392214698801597,1.392214698801597,1.392214698801597,1.392214698801597
1812.5,1.4148368985704842,1.4148368985704842,1.4148368985704842,1.4148368985704842,1.4148368985704842,1.4148368985704842,1.4148368985704842,1.4148368985704842
1813.5,1.437212868445258,1.437212868445258,1.437212868445258,1.437212868445258,1.437212868445258,1.437212868445258,1.437212868445258,1.437212868445258
1814.5,1.4602177392660678,1.4602177392660678,1.4602177392660678,1.4602177392660678,1.4602177392660678,1.4602177392660678,1.4602177392660678,1.4602177392660678
1815.5,1.4835627274658252,1.4835627274658252,1.4835627274658252,1.4835627274658252,1.4835627274658252,1.4835627274658252,1.4835627274658252,1.4835627274658252
1816.5,1.5074564173432607,1.5074564173432607,1.5074564173432607,1.5074564173432607,1.5074564173432607,1.5074564173432607,1.5074564173432607,1.5074564173432607
1817.5,1.5332201697956367,1.5332201697956367,1.5332201697956367,1.5332201697956367,1.5332201697956367,1.5332201697956367,1.5332201697956367,1.5332201697956367
1818.5,1.5573206389432754,1.5573206389432754,1.5573206389432754,1.5573206389432754,1.5573206389432754,1.5573206389432754,1.5573206389432754,1.5573206389432754
1819.5,1.5788431363204276,1.5788431363204276,1.5788431363204276,1.5788431363204276,1.5788431363204276,1.5788431363204276,1.5788431363204276,1.5788431363204276
1820.5,1.6006303878846628,1.6006303878846628,1.6006303878846628,1.6006303878846628,1.6006303878846628,1.6006303878846628,1.6006303878846628,1.6006303878846628
1821.5,1.6239410315412532,1.6239410315412532,1.6239410315412532,1.6239410315412532,1.6239410315412532,1.6239410315412532,1.6239410315412532,1.6239410315412532
1822.5,1.6478877732577009,1.6478877732577009,1.6478877732577009,1.6478877732577009,1.6478877732577009,1.6478877732577009,1.6478877732577009,1.6478877732577009
1823.5,1.6722082088840977,1.6722082088840977,1.6722082088840977,1.6722082088840977,1.6722082088840977,1.6722082088840977,1.6722082088840977,1.6722082088840977
1824.5,1.6954184499528366,1.6954184499528366,1.6954184499528366,1.6954184499528366,1.6954184499528366,1.6954184499528366,1.6954184499528366,1.6954184499528366
1825.5,1.7205500774081892,1.7205500774081892,1.7205500774081892,1.7205500774081892,1.7205500774081892,1.7205500774081892,1.7205500774081892,1.7205500774081892
1826.5,1.743185698389332,1.743185698389332,1.743185698389332,1.743185698389332,1.743185698389332,1.743185698389332,1.743185698389332,1.743185698389332
1827.5,1.769526552968547,1.769526552968547,1.769526552968547,1.769526552968547,1.769526552968547,1.769526552968547,1.769526552968547,1.769526552968547
1828.5,1.792454137567079,1.792454137567079,1.792454137567079,1.792454137567079,1.792454137567079,1.792454137567079,1.792454137567079,1.792454137567079
