timepoints,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
1750.5,0.1721198300170428,0.1721198300170428,0.1721198300170428,0.1721198300170428,0.1721198300170428,0.1721198300170428,0.1721198300170428,0.1721198300170428
1751.5,0.3369394615437561,0.3369394615437561,0.3369394615437561,0.3369394615437561,0.3369394615437561,0.3369394615437561,0.3369394615437561,0.3369394615437561
1752.5,0.317961155430844,0.317961155430844,0.317961155430844,0.317961155430844,0.317961155430844,0.317961155430844,0.317961155430844,0.317961155430844
1753.5,0.2828637001239517,0.2828637001239517,0.2828637001239517,0.2828637001239517,0.2828637001239517,0.2828637001239517,0.2828637001239517,0.2828637001239517
1754.5,0.060631545239701615,0.060631545239701615,0.060631545239701615,0.060631545239701615,0.060631545239701615,0.060631545239701615,0.060631545239701615,0.060631545239701615
1755.5,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557,-0.09592525830648557
1756.5,0.028625143173370816,0.028625143173370816,0.028625143173370816,0.028625143173370816,0.028625143173370816,0.028625143173370816,0.028625143173370816,0.028625143173370816
1757.5,0.13909236319846452,0.13909236319846452,0.13909236319846452,0.13909236319846452,0.13909236319846452,0.13909236319846452,0.13909236319846452,0.13909236319846452
1758.5,0.21069468153349297,0.21069468153349297,0.21069468153349297,0.21069468153349297,0.21069468153349297,0.21069468153349297,0.21069468153349297,0.21069468153349297
1759.5,0.2774196336806213,0.2774196336806213,0.2774196336806213,0.2774196336806213,0.2774196336806213,0.2774196336806213,0.2774196336806213,0.2774196336806213
1760.5,0.31558509508935184,0.31558509508935184,0.31558509508935184,0.31558509508935184,0.31558509508935184,0.31558509508935184,0.31558509508935184,0.31558509508935184
1761.5,0.3250178912391908,0.3250178912391908,0.3250178912391908,0.3250178912391908,0.3250178912391908,0.3250178912391908,0.3250178912391908,0.3250178912391908
